land_size_acres,experience_years,loan_amount,loan_amount_per_acre,loan_to_experience_ratio,crop_type,crop_season_risk,irrigation,soil_quality,yield_variance,rainfall_deviation,market_volatility,repayment_history,loan_purpose,default_risk
1.16,26,170642,147105.17,6320.07,rice,low,partial,poor,0.93,27,low,none,productive,1
1.91,13,315310,165083.77,22522.14,pulses,low,rainfed,poor,0.32,7,high,mixed,productive,1
2.98,6,381409,127989.6,54487.0,millets,high,assured,average,0.72,15,high,none,productive,1
4.72,19,209683,44424.36,10484.15,rice,low,assured,poor,0.33,6,low,mixed,consumption,0
1.21,6,38695,31979.34,5527.86,maize,low,rainfed,good,0.88,38,high,good,consumption,1
4.4,7,478638,108781.36,59829.75,wheat,low,rainfed,average,0.29,0,low,none,productive,0
2.37,26,285317,120386.92,10567.3,pulses,low,partial,poor,0.94,26,medium,none,consumption,1
5.95,22,425019,71431.76,18479.09,pulses,low,assured,average,0.3,25,medium,mixed,productive,0
3.23,7,425817,131831.89,53227.12,wheat,high,partial,poor,0.16,36,high,good,consumption,1
1.29,12,482597,374106.2,37122.85,cotton,low,rainfed,average,0.42,20,high,good,semi,1
3.48,14,376091,108072.13,25072.73,wheat,high,rainfed,good,0.36,9,medium,none,semi,1
2.67,24,102559,38411.61,4102.36,pulses,low,partial,good,0.71,18,low,poor,semi,0
2.64,18,453630,171829.55,23875.26,wheat,low,assured,average,0.89,18,high,poor,productive,1
5.39,27,427060,79231.91,15252.14,millets,low,assured,average,0.59,27,low,good,productive,0
2.68,30,24911,9295.15,803.58,pulses,low,partial,average,0.53,13,low,none,consumption,0
2.57,24,202248,78695.72,8089.92,rice,low,assured,poor,0.39,24,low,mixed,consumption,0
1.1,28,321483,292257.27,11085.62,rice,low,rainfed,poor,0.92,26,low,none,semi,1
5.77,12,287103,49757.89,22084.85,pulses,low,rainfed,good,0.34,40,medium,good,semi,0
2.06,10,203597,98833.5,18508.82,pulses,low,assured,poor,0.83,0,low,good,productive,0
0.92,28,366092,397926.09,12623.86,pulses,low,partial,good,0.28,38,low,mixed,consumption,1
4.85,13,461150,95082.47,32939.29,pulses,low,rainfed,good,0.72,22,low,good,productive,0
2.44,26,455222,186566.39,16860.07,millets,high,partial,good,0.21,39,high,poor,productive,1
1.25,0,347849,278279.2,347849.0,millets,high,rainfed,poor,0.16,3,high,good,semi,1
2.06,30,139925,67924.76,4513.71,rice,low,rainfed,average,0.68,16,high,none,semi,1
0.88,15,261589,297260.23,16349.31,cotton,low,partial,poor,0.14,5,low,mixed,productive,0
4.01,18,181196,45186.03,9536.63,pulses,low,assured,poor,0.75,21,low,mixed,productive,0
4.76,29,210595,44242.65,7019.83,pulses,low,partial,poor,0.32,34,medium,none,consumption,1
1.19,12,413775,347710.08,31828.85,maize,low,partial,poor,0.55,1,high,poor,semi,1
4.6,5,424141,92204.57,70690.17,wheat,high,rainfed,good,0.47,5,low,good,consumption,1
2.87,23,385174,134206.97,16048.92,millets,high,assured,average,0.37,35,high,poor,consumption,1
3.34,6,264536,79202.4,37790.86,pulses,low,assured,average,0.22,10,low,poor,productive,0
1.51,1,457203,302783.44,228601.5,maize,low,assured,average,0.86,30,medium,poor,productive,1
1.83,16,478915,261702.19,28171.47,wheat,low,assured,good,0.95,2,high,poor,semi,1
3.88,10,31483,8114.18,2862.09,millets,high,assured,good,0.62,32,medium,good,productive,0
3.86,0,486400,126010.36,486400.0,cotton,high,rainfed,poor,0.79,6,high,good,consumption,1
1.7,30,215253,126619.41,6943.65,cotton,high,rainfed,average,0.9,11,low,mixed,productive,1
5.87,1,80869,13776.66,40434.5,rice,low,partial,poor,0.79,36,high,poor,semi,1
4.0,14,346254,86563.5,23083.6,maize,low,assured,poor,0.53,17,high,good,consumption,0
2.86,20,158435,55396.85,7544.52,millets,low,partial,average,0.67,33,medium,poor,semi,0
0.86,30,418041,486094.19,13485.19,pulses,low,rainfed,good,0.46,20,high,poor,productive,1
4.71,4,433885,92119.96,86777.0,rice,low,partial,average,0.89,3,medium,poor,productive,1
4.76,23,192348,40409.24,8014.5,cotton,low,rainfed,poor,0.11,29,high,none,semi,1
1.93,21,118258,61273.58,5375.36,rice,low,rainfed,poor,0.38,3,low,mixed,productive,0
3.53,8,136675,38718.13,15186.11,pulses,low,rainfed,good,0.89,40,high,poor,consumption,1
3.3,24,191479,58023.94,7659.16,millets,high,assured,average,0.25,21,low,none,productive,0
1.03,3,237629,230707.77,59407.25,maize,low,partial,poor,0.27,25,medium,good,semi,0
1.01,24,239299,236929.7,9571.96,pulses,low,rainfed,poor,0.48,9,medium,good,productive,0
5.76,4,246086,42723.26,49217.2,millets,low,rainfed,average,0.25,14,medium,none,consumption,1
3.96,24,93318,23565.15,3732.72,wheat,low,rainfed,average,0.91,6,high,poor,consumption,1
3.78,2,105990,28039.68,35330.0,wheat,high,partial,poor,0.67,20,medium,none,consumption,1
0.6,14,204744,341240.0,13649.6,wheat,high,assured,good,0.77,12,low,mixed,productive,1
3.33,19,100178,30083.48,5008.9,maize,low,assured,poor,0.43,33,medium,mixed,productive,0
3.32,14,437437,131758.13,29162.47,pulses,low,partial,average,0.98,37,low,mixed,semi,1
3.58,13,386270,107896.65,27590.71,pulses,low,partial,poor,0.5,12,high,mixed,semi,0
2.87,19,39310,13696.86,1965.5,maize,low,rainfed,average,0.79,1,medium,mixed,productive,0
4.17,0,235819,56551.32,235819.0,maize,low,assured,good,0.47,10,medium,none,semi,1
4.32,13,388963,90037.73,27783.07,cotton,low,partial,average,0.36,30,high,none,productive,0
5.58,27,359131,64360.39,12826.11,millets,low,rainfed,poor,0.26,1,high,none,consumption,1
2.56,6,366136,143021.88,52305.14,wheat,high,partial,average,0.78,26,high,poor,consumption,1
2.02,11,293760,145425.74,24480.0,wheat,low,partial,average,0.87,13,high,good,consumption,1
3.06,1,213583,69798.37,106791.5,wheat,high,assured,poor,0.95,15,low,none,consumption,1
4.72,10,69891,14807.42,6353.73,wheat,low,assured,average,0.81,22,medium,good,productive,0
4.69,21,344548,73464.39,15661.27,cotton,high,assured,average,0.63,13,low,poor,consumption,1
2.81,27,390398,138931.67,13942.79,cotton,low,assured,average,0.86,17,medium,good,semi,0
0.77,30,200942,260963.64,6482.0,maize,low,partial,good,0.55,21,low,poor,consumption,1
5.56,10,385166,69274.46,35015.09,pulses,low,partial,good,0.13,11,low,poor,productive,0
5.43,12,361736,66618.05,27825.85,cotton,low,partial,good,0.17,13,medium,mixed,consumption,0
1.74,25,247469,142223.56,9518.04,millets,low,partial,good,0.8,7,medium,poor,consumption,1
3.18,16,367778,115653.46,21634.0,cotton,high,assured,poor,0.68,27,low,poor,semi,1
5.98,5,230005,38462.37,38334.17,rice,low,assured,poor,0.38,38,high,mixed,productive,0
3.33,11,332980,99993.99,27748.33,maize,low,rainfed,good,0.34,16,low,mixed,semi,0
3.64,6,247050,67870.88,35292.86,wheat,low,assured,good,0.14,22,low,mixed,semi,0
1.72,8,275149,159970.35,30572.11,cotton,high,rainfed,average,0.52,7,medium,mixed,semi,1
5.42,7,91400,16863.47,11425.0,maize,low,rainfed,good,0.79,9,low,none,semi,1
3.09,16,57962,18757.93,3409.53,rice,low,rainfed,good,0.87,5,low,none,semi,1
1.79,18,252835,141248.6,13307.11,rice,low,partial,poor,0.27,14,low,poor,productive,1
5.07,6,315275,62184.42,45039.29,maize,low,rainfed,average,0.53,28,medium,none,productive,0
5.99,20,135765,22665.28,6465.0,pulses,low,partial,average,0.66,8,medium,poor,productive,0
3.45,5,7871,2281.45,1311.83,millets,low,rainfed,good,0.82,4,high,none,consumption,1
2.58,1,413588,160305.43,206794.0,rice,low,partial,poor,0.99,18,high,none,consumption,1
5.43,11,185108,34089.87,15425.67,maize,low,partial,poor,0.76,8,low,none,semi,1
5.18,21,137595,26562.74,6254.32,pulses,low,assured,average,0.58,34,high,none,semi,1
3.0,10,244659,81553.0,22241.73,cotton,high,assured,average,0.23,22,high,mixed,productive,0
3.32,20,375487,113098.49,17880.33,maize,low,partial,good,0.27,15,low,poor,semi,0
2.5,1,228520,91408.0,114260.0,cotton,high,partial,good,0.15,17,high,poor,productive,1
2.78,26,32758,11783.45,1213.26,wheat,low,partial,good,0.29,14,high,poor,productive,0
2.74,27,33455,12209.85,1194.82,maize,low,partial,good,0.44,27,high,none,productive,0
4.64,18,378593,81593.32,19925.95,millets,high,partial,average,0.44,36,medium,good,productive,0
5.22,2,391654,75029.5,130551.33,millets,high,assured,good,0.32,2,medium,poor,productive,1
5.85,24,459850,78606.84,18394.0,wheat,low,assured,poor,0.39,30,medium,poor,consumption,1
1.18,1,6007,5090.68,3003.5,wheat,high,rainfed,good,0.85,35,low,mixed,productive,1
1.84,13,339669,184602.72,24262.07,cotton,high,partial,average,0.69,29,low,good,productive,0
4.82,21,326891,67819.71,14858.68,pulses,low,rainfed,average,0.32,22,high,good,semi,0
3.26,1,155419,47674.54,77709.5,millets,low,assured,good,0.83,15,medium,mixed,semi,1
3.81,13,149698,39290.81,10692.71,maize,low,assured,average,0.16,15,high,mixed,consumption,0
2.03,0,323614,159415.76,323614.0,cotton,low,partial,good,0.66,19,high,good,productive,1
3.25,23,207726,63915.69,8655.25,cotton,low,partial,poor,0.54,11,high,mixed,productive,0
5.46,6,236011,43225.46,33715.86,pulses,low,partial,average,0.57,25,low,good,consumption,0
3.94,10,107301,27233.76,9754.64,millets,low,rainfed,good,0.1,36,medium,none,semi,1
4.78,9,372973,78027.82,37297.3,rice,low,rainfed,good,0.99,19,low,none,productive,0
2.96,26,16283,5501.01,603.07,wheat,low,rainfed,good,0.72,36,high,good,consumption,1
5.34,20,91183,17075.47,4342.05,rice,low,partial,poor,0.9,10,low,good,semi,0
3.61,18,436346,120871.47,22965.58,wheat,high,rainfed,good,0.77,39,medium,good,consumption,1
4.46,28,57589,12912.33,1985.83,millets,high,rainfed,good,0.49,23,low,poor,semi,1
0.71,27,407264,573611.27,14545.14,rice,low,rainfed,good,0.21,3,medium,good,consumption,1
0.61,26,7181,11772.13,265.96,maize,low,assured,poor,0.65,11,high,mixed,semi,0
1.21,8,391356,323434.71,43484.0,rice,low,rainfed,average,0.2,31,high,good,productive,1
2.43,3,207559,85415.23,51889.75,pulses,low,assured,average,0.28,13,medium,none,productive,0
2.36,2,83345,35315.68,27781.67,wheat,low,partial,poor,0.15,33,high,poor,semi,1
3.26,29,14086,4320.86,469.53,cotton,low,assured,good,0.22,36,high,mixed,consumption,0
4.9,21,61261,12502.24,2784.59,pulses,low,partial,average,0.75,28,low,good,consumption,0
0.95,18,226255,238163.16,11908.16,wheat,high,partial,good,0.45,29,high,mixed,productive,1
1.38,1,462473,335125.36,231236.5,wheat,high,assured,good,0.14,17,medium,none,consumption,1
4.36,27,319156,73200.92,11398.43,rice,low,assured,poor,0.29,10,high,poor,semi,1
2.85,27,413554,145106.67,14769.79,pulses,low,assured,average,0.11,30,low,none,productive,0
4.93,10,260763,52893.1,23705.73,wheat,low,partial,good,0.22,16,high,none,productive,0
5.68,22,448952,79040.85,19519.65,maize,low,assured,poor,0.11,20,high,none,consumption,1
2.81,27,212332,75562.99,7583.29,pulses,low,assured,average,0.55,20,high,good,semi,0
1.43,4,230298,161047.55,46059.6,wheat,high,partial,poor,0.11,0,high,poor,semi,1
5.65,23,494317,87489.73,20596.54,pulses,low,partial,poor,0.41,11,medium,none,productive,0
1.62,19,377272,232883.95,18863.6,rice,low,rainfed,good,0.78,24,high,mixed,consumption,1
3.09,14,202960,65682.85,13530.67,wheat,low,assured,average,0.57,17,low,none,productive,0
0.66,22,175660,266151.52,7637.39,maize,low,partial,average,0.21,4,low,mixed,semi,0
0.97,18,246963,254601.03,12998.05,maize,low,partial,average,0.22,16,low,poor,productive,1
3.19,18,178885,56076.8,9415.0,millets,low,rainfed,average,0.83,30,medium,mixed,semi,0
4.42,19,265835,60143.67,13291.75,wheat,low,rainfed,poor,0.88,20,high,good,semi,1
5.53,10,18785,3396.93,1707.73,wheat,low,partial,average,0.45,29,low,good,semi,0
4.46,22,168434,37765.47,7323.22,rice,low,assured,good,0.98,19,low,poor,consumption,1
5.01,21,49454,9871.06,2247.91,millets,low,rainfed,good,0.68,36,low,mixed,productive,0
2.61,12,312628,119780.84,24048.31,maize,low,assured,average,0.57,23,low,mixed,semi,0
2.83,25,348752,123233.92,13413.54,cotton,high,rainfed,good,0.2,10,high,none,productive,1
2.75,24,173915,63241.82,6956.6,millets,low,rainfed,good,0.12,11,high,none,consumption,1
4.32,0,476380,110273.15,476380.0,maize,low,partial,good,0.35,8,low,mixed,semi,0
0.82,0,43245,52737.8,43245.0,millets,high,rainfed,poor,0.44,32,high,mixed,productive,1
2.21,11,482559,218352.49,40213.25,cotton,high,partial,good,0.27,6,high,mixed,consumption,1
3.7,19,45807,12380.27,2290.35,millets,high,rainfed,average,0.25,31,high,good,semi,1
0.96,9,381833,397742.71,38183.3,maize,low,partial,poor,0.45,23,low,poor,productive,1
1.07,29,163565,152864.49,5452.17,pulses,low,partial,good,0.1,26,low,mixed,semi,0
4.25,29,204796,48187.29,6826.53,cotton,low,rainfed,poor,0.41,30,high,good,consumption,1
0.53,29,424134,800252.83,14137.8,maize,low,partial,average,0.91,36,high,good,semi,1
3.97,23,124268,31301.76,5177.83,cotton,low,assured,average,0.54,12,medium,good,consumption,0
0.98,20,133912,136644.9,6376.76,millets,high,partial,good,0.49,2,low,good,productive,0
3.56,8,288096,80925.84,32010.67,rice,low,assured,poor,0.55,26,medium,good,consumption,0
4.88,12,258569,52985.45,19889.92,wheat,low,assured,average,0.25,3,low,poor,productive,0
1.29,7,259401,201086.05,32425.12,maize,low,rainfed,poor,0.4,1,high,mixed,semi,1
2.58,21,346621,134349.22,15755.5,pulses,low,rainfed,poor,0.45,14,low,none,productive,1
4.91,4,340424,69332.79,68084.8,millets,high,rainfed,average,0.89,15,low,good,consumption,1
2.18,6,369827,169645.41,52832.43,cotton,high,partial,good,0.52,37,high,mixed,consumption,1
0.59,27,293361,497222.03,10477.18,maize,low,assured,poor,0.8,31,low,poor,consumption,1
2.63,29,31448,11957.41,1048.27,millets,low,rainfed,poor,0.81,5,high,poor,productive,1
5.63,21,1837,326.29,83.5,maize,low,rainfed,average,0.17,6,high,none,consumption,1
4.58,19,150825,32931.22,7541.25,rice,low,assured,average,0.49,2,high,poor,productive,0
4.16,22,4664,1121.15,202.78,millets,low,assured,good,0.25,4,high,none,productive,0
5.29,11,493042,93202.65,41086.83,cotton,high,rainfed,average,0.17,2,medium,poor,consumption,1
2.1,17,234575,111702.38,13031.94,cotton,high,rainfed,average,0.87,22,high,mixed,productive,0
5.66,13,239153,42253.18,17082.36,rice,low,rainfed,poor,0.71,7,low,mixed,consumption,1
2.94,20,143162,48694.56,6817.24,maize,low,rainfed,good,0.81,26,low,mixed,consumption,0
3.99,4,461719,115719.05,92343.8,pulses,low,rainfed,good,0.69,4,medium,none,productive,1
4.8,29,196464,40930.0,6548.8,rice,low,partial,poor,0.11,2,medium,poor,consumption,1
3.81,18,428633,112502.1,22559.63,millets,high,partial,poor,0.81,6,medium,none,semi,1
5.71,19,387123,67797.37,19356.15,rice,low,partial,poor,0.29,22,high,mixed,semi,0
0.72,3,308074,427880.56,77018.5,pulses,low,rainfed,average,0.8,30,low,poor,consumption,1
2.52,25,212387,84280.56,8168.73,rice,low,rainfed,poor,0.68,17,high,mixed,consumption,1
1.48,20,473876,320186.49,22565.52,wheat,high,assured,average,0.38,3,high,none,productive,1
4.27,6,1772,414.99,253.14,millets,high,assured,average,0.79,8,medium,none,productive,0
1.0,26,176358,176358.0,6531.78,rice,low,rainfed,good,0.33,17,medium,none,semi,1
5.18,4,119816,23130.5,23963.2,cotton,high,assured,average,0.84,4,low,good,semi,0
0.68,18,401964,591123.53,21156.0,cotton,high,partial,poor,0.55,9,medium,mixed,consumption,1
3.9,8,221312,56746.67,24590.22,rice,low,partial,poor,0.76,27,medium,none,consumption,1
3.74,9,67288,17991.44,6728.8,pulses,low,rainfed,average,0.83,3,medium,poor,consumption,1
1.05,25,470187,447797.14,18084.12,wheat,low,rainfed,average,0.34,3,low,poor,productive,1
0.53,3,296990,560358.49,74247.5,pulses,low,partial,average,0.85,35,medium,mixed,productive,1
2.93,28,77054,26298.29,2657.03,rice,low,rainfed,poor,0.77,15,low,good,productive,0
3.72,9,318767,85690.05,31876.7,millets,low,partial,poor,0.89,3,medium,poor,productive,0
2.68,6,306101,114216.79,43728.71,rice,low,rainfed,poor,0.35,13,low,poor,semi,1
3.55,8,317404,89409.58,35267.11,pulses,low,partial,poor,0.84,3,medium,poor,semi,1
0.97,14,85371,88011.34,5691.4,maize,low,assured,poor,0.12,13,high,good,consumption,1
2.89,29,465377,161030.1,15512.57,maize,low,partial,poor,0.31,26,low,none,semi,1
5.96,27,55111,9246.81,1968.25,millets,low,rainfed,poor,0.26,4,medium,none,consumption,1
5.01,15,245937,49089.22,15371.06,pulses,low,assured,average,0.3,36,low,good,semi,0
1.93,16,249572,129311.92,14680.71,cotton,low,assured,average,0.99,21,low,poor,semi,1
1.83,19,474009,259021.31,23700.45,pulses,low,assured,average,0.95,39,low,poor,productive,1
2.14,6,330914,154632.71,47273.43,millets,high,assured,poor,0.18,28,medium,mixed,productive,0
1.67,26,213460,127820.36,7905.93,maize,low,rainfed,poor,0.67,23,medium,good,consumption,1
5.17,11,120025,23215.67,10002.08,millets,low,rainfed,good,0.71,27,medium,poor,productive,0
4.25,30,456443,107398.35,14723.97,pulses,low,rainfed,poor,0.35,14,low,mixed,productive,0
4.3,17,459057,106757.44,25503.17,pulses,low,partial,average,0.69,39,high,good,productive,0
2.57,3,197561,76871.98,49390.25,millets,high,rainfed,average,0.81,6,high,none,productive,1
4.54,25,6924,1525.11,266.31,cotton,high,assured,good,0.9,14,low,none,consumption,1
1.47,24,438488,298291.16,17539.52,maize,low,rainfed,good,0.74,21,low,none,consumption,1
5.19,0,22978,4427.36,22978.0,rice,low,rainfed,average,0.27,24,low,poor,semi,1
2.73,26,492757,180497.07,18250.26,maize,low,assured,average,0.63,9,medium,none,productive,0
2.4,22,367903,153292.92,15995.78,rice,low,rainfed,good,0.58,27,medium,none,semi,1
0.9,13,105614,117348.89,7543.86,wheat,low,rainfed,poor,0.7,24,high,poor,productive,1
3.54,6,103251,29166.95,14750.14,pulses,low,partial,good,0.91,37,low,none,consumption,1
1.72,12,491783,285920.35,37829.46,maize,low,rainfed,poor,1.0,22,medium,none,productive,1
0.65,22,419486,645363.08,18238.52,wheat,low,assured,good,0.66,11,medium,mixed,consumption,1
3.31,21,311675,94161.63,14167.05,wheat,high,rainfed,good,0.16,0,high,good,consumption,1
1.64,25,371559,226560.37,14290.73,cotton,high,assured,good,0.55,35,high,mixed,productive,1
1.7,20,191048,112381.18,9097.52,millets,low,partial,average,0.29,27,high,poor,productive,0
5.56,1,361874,65085.25,180937.0,rice,low,partial,good,0.81,8,medium,good,semi,1
4.85,29,247103,50949.07,8236.77,maize,low,assured,poor,0.1,36,high,mixed,productive,0
1.45,9,116285,80196.55,11628.5,pulses,low,partial,poor,0.46,15,high,good,consumption,0
3.31,3,209172,63193.96,52293.0,wheat,high,rainfed,poor,0.75,4,low,poor,consumption,1
3.0,26,339614,113204.67,12578.3,cotton,high,partial,average,0.33,7,medium,mixed,semi,0
2.4,12,349012,145421.67,26847.08,millets,low,partial,average,0.82,35,medium,mixed,semi,1
2.76,23,147024,53269.57,6126.0,pulses,low,assured,good,0.89,5,low,mixed,semi,0
5.69,11,35086,6166.26,2923.83,wheat,low,partial,good,0.17,37,low,good,semi,0
2.23,30,24720,11085.2,797.42,rice,low,assured,poor,0.64,39,high,none,semi,1
1.37,20,220584,161010.22,10504.0,millets,high,rainfed,poor,0.72,22,low,none,productive,1
2.61,2,36712,14065.9,12237.33,wheat,high,rainfed,poor,0.86,6,low,poor,productive,1
4.74,18,207024,43675.95,10896.0,pulses,low,partial,good,0.89,14,low,poor,productive,0
3.78,24,489991,129627.25,19599.64,rice,low,partial,poor,0.12,33,low,good,consumption,1
4.59,22,50559,11015.03,2198.22,pulses,low,rainfed,average,0.19,5,low,poor,productive,0
3.5,22,160745,45927.14,6988.91,pulses,low,partial,good,0.56,8,medium,none,semi,0
5.09,11,436179,85693.32,36348.25,cotton,low,assured,good,0.21,3,medium,good,consumption,0
4.69,20,211217,45035.61,10057.95,pulses,low,assured,poor,0.28,12,low,poor,consumption,1
1.88,15,434315,231018.62,27144.69,maize,low,assured,good,0.66,39,low,none,semi,1
5.46,5,75044,13744.32,12507.33,maize,low,assured,good,0.79,35,medium,good,consumption,0
